,Form,Topic Category,Rank,Type,Polarity
5550,food,concept,7,Top>Product>Food,P+
5553,service,concept,10,Top>Product>ProfessionalService,P+
5555,Al Deira,entity,1,Top>Person>FullName,P
5557,bed,concept,2,Top>Location>GeographicalEntity>WaterForm>Channel,P
5558,international standard,concept,3,Top,P+
5560,food,concept,5,Top>Product>Food,P+
5561,place,concept,6,Top>Location,P
5562,staff,concept,7,Top>Organization,P
5563,bathroom,concept,8,Top>Location>Facility,P
5564,service,concept,9,Top>Product>ProfessionalService,P+
5566,room,concept,11,Top>Location>Facility,P
5567,room,concept,12,Top>Location>Facility,P
5568,Gaza,entity,1,Top>Location>GeoPoliticalEntity>City,N+
5569,Gazans,entity,2,Top,P
5571,worker,concept,1,Top>OtherEntity>Vocation,P
5573,bookshop,concept,3,Top>Location>Facility>Market,N
5574,hotel,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
5575,international aid,concept,5,Top,P
5577,restaurant,concept,7,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
5578,atmosphere,concept,8,Top>Location,P
5579,Moroccan,concept,9,Top,P
5580,atmosphere,concept,10,Top>Unit>WeightUnit,P
5581,sea,concept,11,Top>Location>GeographicalEntity>WaterForm>Sea,P
5582,food,concept,12,Top>Product>Food,P+
5583,place,concept,13,Top>Location,N+
5584,Israelite,concept,14,Top,N
5585,correspondent,concept,15,Top>OtherEntity>Vocation,P
5586,staff,concept,16,Top>Organization,P
5587,palace,concept,17,Top>Location>Facility,P
5588,conflict,concept,18,Top>Event,N
5590,Israeli,concept,20,Top,N
5591,conflict,concept,21,Top>Event>War,N
5595,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
5598,service,concept,4,Top>Product>ProfessionalService,P+
5599,balcony,concept,5,Top>Location,P+
5601,Gaza,entity,2,Top>Location>GeoPoliticalEntity>City,P+
5602,Al Deira Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
5603,hotel I,entity,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
5606,electricity,concept,3,Top,N
5607,blockade,concept,4,Top,N
5609,bathroom,concept,6,Top>Location>Facility,P+
5610,room,concept,7,Top>Location>Facility,P
5611,room,concept,8,Top>Location>Facility,P
5614,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5616,bathroom,concept,3,Top>Location>Facility,P
5618,area,concept,5,Top>Location,P+
5621,room,concept,8,Top>Location>Facility,P+
5624,room,concept,11,Top>Location>Facility,P+
5632,connection,concept,2,Top>Process,N
5633,bed,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,P+
5634,simile,concept,4,Top,N
5645,food,concept,15,Top>Product>Food,N
5649,dinner,concept,19,Top>Product>Food,P+
5654,service,concept,24,Top>Product>ProfessionalService,P
5658,connection,concept,28,Top,N
5660,room,concept,30,Top>Location>Facility,P
5661,dinner,concept,31,Top>Event,P+
5663,room,concept,33,Top>Location>Facility,P
5664,wireless,concept,34,Top,N
5677,kid,concept,11,Top>Person,P+
5682,food,concept,3,Top>Product>Food,P+
5683,place,concept,4,Top>Location,P
5684,staff,concept,5,Top>Organization,P
5688,arrival,concept,2,Top>Event,P+
5689,bus,concept,3,Top>Product>Machine>Vehicle,P
5690,location,concept,4,Top>Location>Address,N
5691,star,concept,5,Top>OtherEntity>Vocation,P
5692,shower,concept,6,Top>Event>NaturalPhenomena,N
5693,location,concept,7,Top>Location,N
5695,breakfast,concept,9,Top>Event,P
5696,breakfast,concept,10,Top>Product>Food,P
5697,staff,concept,11,Top>Organization,P
5698,friendly,concept,12,Top,P+
5699,bathroom,concept,13,Top>Location>Facility,P
5700,room,concept,14,Top>Location>Facility,P
5701,star,concept,15,Top>Location>AstralBody>Star,P
5702,room,concept,16,Top>Location>Facility,P
5703,Joseph,entity,1,Top>Person>FirstName,P
5704,Joseph,entity,2,Top>Person>FirstName,P
5707,son,concept,1,Top>Person,P
5709,proprietor,concept,3,Top>Person,P
5710,food,concept,4,Top>Product>Food,P+
5711,room,concept,5,Top>Location>Facility,P+
5712,room,concept,6,Top>Location>Facility,P+
5716,street,concept,2,Top>Location>Facility>Line,P
5720,location,concept,6,Top>Location>Address,P+
5724,location,concept,10,Top>Location,P+
5725,food,concept,11,Top>Product>Food,P+
5729,start,concept,15,Top>Process,P
5732,Belen,entity,3,Top>Location>GeoPoliticalEntity>City,P
5733,Italy,entity,4,Top>Location>GeoPoliticalEntity>Country,P
5735,Joseph,entity,6,Top>Person,P
5738,France,entity,9,Top>Location>GeoPoliticalEntity>Country,P
5740,American,concept,1,Top,P
5741,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5743,home,concept,4,Top>Location>Facility,P
5745,trip,concept,6,Top,N
5746,arm,concept,7,Top>LivingThing>BodyPart,P
5750,star,concept,11,Top>OtherEntity>Vocation,P
5753,citizen,concept,14,Top>Person,P
5754,cup,concept,15,Top>Event>Occasion>Games,P
5755,American,concept,16,Top,P
5757,open,concept,18,Top>Event>Occasion>Games,P
5758,place,concept,19,Top>Location,NEU
5759,museum,concept,20,Top>Organization>ArtisticOrganization>Museum,N
5769,caramel,concept,30,Top>Product>Food>CookedPlate,P
5770,candy,concept,31,Top>Product>Food>CookedPlate,P
5771,birth,concept,32,Top>Event,P
5772,star,concept,33,Top>Location>AstralBody>Star,P
5774,sweet,concept,35,Top>Product>Food>CookedPlate,P
5775,hotel room,concept,36,Top,NEU
5784,solid,concept,6,Top,P
5789,traveler,concept,11,Top>Person,P+
5790,acto,concept,12,Top>Process,P
5791,building,concept,13,Top>Location>Facility,P+
5794,property,concept,16,Top,P+
5797,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5798,family,concept,2,Top>Organization,P
5799,bed,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,P+
5800,shorts,concept,4,Top>Product>Textile>Clothes,P
5801,white,concept,5,Top>OtherEntity>Color,P
5802,special,concept,6,Top>Product>CulturalProduct>Broadcast,P
5803,shower,concept,7,Top>Event>NaturalPhenomena,P
5805,drawer,concept,9,Top>Person,P
5806,bread,concept,10,Top>Product>Food>CookedPlate,N
5807,meal,concept,11,Top>Product>Food,P+
5808,caldron,concept,12,Top>Product>Utensil>Container,P
5809,room,concept,13,Top>Location>Facility,N+
5810,wardrobe,concept,14,Top>Location>Facility,P
5811,room,concept,15,Top>Location>Facility,N+
5813,Alexander Hotel,entity,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
5817,location,concept,3,Top>Location>Address,P
5819,location,concept,5,Top>Location,P
5820,food,concept,6,Top>Product>Food,P
5822,Joseph,entity,1,Top>Person>FirstName,P
5823,Joseph,entity,2,Top>Person>FirstName,P
5826,Field,entity,5,Top>Location>Facility>Sport,P
5827,Shepherd,entity,6,Top>Person>LastName,P
5828,Joey,entity,7,Top>Person>FirstName,P
5829,Bethlehem,entity,8,Top>Location>GeoPoliticalEntity,P
5830,Yvonne,entity,9,Top>Person>FirstName,P
5831,field,concept,1,Top>Location>GeographicalEntity>LandForm>Valley,P
5832,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
5833,access,concept,3,Top>Process,P
5834,family,concept,4,Top>Organization,P
5836,host,concept,6,Top>Person,P
5837,field,concept,7,Top>Location>GeographicalEntity>NaturalReserve,P
5839,job,concept,9,Top>OtherEntity>Vocation,P
5840,science,concept,10,Top>OtherEntity>Doctrine>Academic,P
5841,city,concept,11,Top>Location>GeoPoliticalEntity>City,P+
5842,traveler,concept,12,Top>Person,P+
5844,host,concept,14,Top,P
5845,Internet,concept,15,Top>OtherEntity>MethodSystem,P
5846,room,concept,16,Top>Location>Facility,P
5847,room,concept,17,Top>Location>Facility,P
5849,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5851,owner,concept,3,Top>Person,P
5854,room,concept,6,Top>Location>Facility,P
5855,room,concept,7,Top>Location>Facility,P
5856,plan,concept,8,Top>OtherEntity>Doctrine>Plan,P
5859,food,concept,2,Top>Product>Food,P
5861,service,concept,4,Top>Product>ProfessionalService,P
5862,room,concept,5,Top>Location>Facility,P
5863,Wi-Fi,concept,6,Top>OtherEntity>MethodSystem,P
5864,request,concept,7,Top,P
5865,room,concept,8,Top>Location>Facility,P
5871,meaning,concept,4,Top>OtherEntity,P+
5872,food,concept,5,Top>Product>Food,P
5875,Wi-Fi,concept,8,Top>OtherEntity>MethodSystem,P
5880,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
5884,food,concept,5,Top>Product>Food,P+
5889,room,concept,10,Top>Location>Facility,P
5890,room,concept,11,Top>Location>Facility,P
5893,people,concept,1,Top>Person,P+
5894,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
5896,owner,concept,4,Top>Person,P
5898,area,concept,6,Top>Location,P+
5901,Kiev,entity,2,Top>Location>GeoPoliticalEntity>City,P
5903,Josef,entity,4,Top>Person>FirstName,P+
5904,Ukraine,entity,5,Top>Location>GeoPoliticalEntity>Country,P
5906,Alexander,entity,7,Top>Person,P
5907,Orthodoxal Christmas,entity,8,Top,P+
5908,Oksana Nikolaenko,entity,9,Top>Person>FullName,P
5910,guest,concept,1,Top>Person,P+
5911,people,concept,2,Top>Person,P+
5912,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5913,home,concept,4,Top>Location>Facility,P
5916,friend,concept,7,Top>Person,P
5918,love,concept,9,Top>Person,P
5919,atmosphere,concept,10,Top>Location,P
5920,relative,concept,11,Top>Person,P
5921,atmosphere,concept,12,Top>Unit>WeightUnit,P
5922,friendly,concept,13,Top,P
5923,staff,concept,14,Top>Organization,P
5924,holiday,concept,15,Top,P+
5926,room,concept,17,Top>Location>Facility,P
5927,relative,concept,18,Top,P
5928,love,concept,19,Top>Person,P
5929,room,concept,20,Top>Location>Facility,P
5930,head,concept,21,Top>OtherEntity>Title,P+
5931,guest,concept,22,Top>Person,P+
5934,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5939,decoration,concept,6,Top>OtherEntity>Award,P
5940,room,concept,7,Top>Location>Facility,P
5942,room,concept,9,Top>Location>Facility,P
5943,Alexander Hotel,entity,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
5946,Alexander hotel,entity,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5948,village,concept,1,Top>Location>GeoPoliticalEntity>City,P+
5949,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
5950,town,concept,3,Top>Location>GeoPoliticalEntity>City,P+
5951,family,concept,4,Top>Organization,P+
5952,couple,concept,5,Top>Organization,P+
5956,town,concept,9,Top>Location>GeoPoliticalEntity,P+
5957,restaurant,concept,10,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,N+
5958,food,concept,11,Top>Product>Food,P+
5959,friendly,concept,12,Top,P
5960,store,concept,13,Top>Location>Facility>Market,N+
5961,city,concept,14,Top>Location>GeoPoliticalEntity>City,P+
5962,staff,concept,15,Top>Organization,P
5963,service,concept,16,Top>Product>ProfessionalService,P+
5966,modest,concept,19,Top,P
5969,people,concept,2,Top>Person,N
5970,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
5973,breakfast,concept,6,Top>Event,N
5974,tomato,concept,7,Top>Product>Food>FruitOrVegetable,N
5975,breakfast,concept,8,Top>Product>Food,N
5976,egg,concept,9,Top>Product>Food,N
5978,heating system,concept,11,Top,N
5979,hummus,concept,12,Top>Product>Food>CookedPlate,N
5980,room,concept,13,Top>Location>Facility,P
5981,yoghourt,concept,14,Top>Product>Food>DairyProduct,N
5982,room,concept,15,Top>Location>Facility,P
5983,Joseph,entity,1,Top>Person>FirstName,P
5984,Joseph,entity,2,Top>Person>FirstName,P
5985,Johnny,entity,3,Top>Person>FirstName,P
5989,Ivana,entity,7,Top>Person>FirstName,P
5990,Joey,entity,8,Top>Person>FirstName,P
5998,store,concept,8,Top>Location>Facility>Market,P
6000,souvenir,concept,10,Top,P
6001,brother,concept,11,Top>Person,P
6003,start,concept,13,Top>Process,P
6009,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6010,street,concept,4,Top>Location>Facility>Line,P
6011,access,concept,5,Top>Process,P
6028,Alexander hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6032,kind,concept,3,Top>Organization,P
6033,pasta,concept,4,Top>Product>Food>CookedPlate,P
6035,worm,concept,6,Top,P
6036,kind,concept,7,Top>OtherEntity>Class,P
6040,buffet,concept,11,Top,P
6041,church,concept,12,Top>Location>Facility>WorshipPlace,P
6042,vegetable,concept,13,Top>Product>Food>FruitOrVegetable,P
6043,soup,concept,14,Top>Product>Food>CookedPlate,P
6046,place,concept,17,Top>Location,P
6048,worm,concept,19,Top>Person,P
6049,plant,concept,20,Top>LivingThing>Flora,P
6050,worm,concept,21,Top>LivingThing>Animal>Invertebrate,P
6051,birth,concept,22,Top>Event,P
6053,potato,concept,24,Top>LivingThing>Flora,P
6059,Betlehem restaurant,entity,3,Top>Location>Facility,P
6060,car,concept,1,Top>Product>Machine>Vehicle>Car,P
6061,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6062,family,concept,3,Top>Organization,P+
6064,cup,concept,5,Top>Event>Occasion>Games,P
6065,length,concept,6,Top>Unit>PhysicalExtentUnit,P+
6069,length,concept,10,Top>Unit>PhysicalExtentUnit,P+
6071,favorite,concept,12,Top>Person,P
6074,Josef,entity,1,Top>Person>FirstName,P
6076,Alexander Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6078,Ivana,entity,5,Top>Person>FirstName,P
6079,Bethlehem,entity,6,Top>Location>GeoPoliticalEntity,P+
6081,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6084,couple,concept,5,Top>Organization,P
6087,repair,concept,8,Top,NEU
6089,photograph,concept,10,Top>Product,P
6090,Palestinian,concept,11,Top,P
6093,Eastern,concept,14,Top>Person,P
6094,breakfast,concept,15,Top>Event,P
6095,place,concept,16,Top>Location,P
6096,breakfast,concept,17,Top>Product>Food,P
6100,room,concept,21,Top>Location>Facility,P
6101,website,concept,22,Top>Location,P
6102,hall,concept,23,Top>Location>Facility,P
6105,Eastern,concept,26,Top,P
6106,room,concept,27,Top>Location>Facility,P
6109,Josef,entity,1,Top>Person>FirstName,P
6111,Ivana,entity,3,Top>Person>FirstName,P
6115,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6120,owner,concept,8,Top>Person,P
6122,flexibility,concept,10,Top,P
6123,food,concept,11,Top>Product>Food,P+
6126,room,concept,14,Top>Location>Facility,P+
6128,room,concept,16,Top>Location>Facility,P+
6134,location,concept,5,Top>Location>Address,P+
6136,location,concept,7,Top>Location,P+
6138,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6139,garbage,concept,10,Top,N+
6140,staff,concept,11,Top>Organization,P
6141,friendly,concept,12,Top,P
6142,area,concept,13,Top>Location,N+
6143,swimming-pool,concept,14,Top>Location>Facility,N
6145,pool,concept,16,Top>Location>GeographicalEntity>WaterForm,N
6149,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6150,bed,concept,4,Top>Location>GeographicalEntity>WaterForm>Channel,N
6154,heater,concept,8,Top>OtherEntity>Vocation,N
6155,heater,concept,9,Top>Product>Machine>ElectricalAppliance,N
6157,heater,concept,11,Top>Product>Machine>ElectricalAppliance,N
6158,cold,concept,12,Top>OtherEntity>Disease,N
6163,garbage,concept,17,Top,N
6166,housing,concept,20,Top>Location>Facility,P
6170,room,concept,24,Top>Location>Facility,N
6171,bottle,concept,25,Top>Product>Utensil>Container,N
6173,cold,concept,27,Top>Event>NaturalPhenomena,N
6174,doorman,concept,28,Top>OtherEntity>Vocation,NEU
6176,room,concept,30,Top>Location>Facility,N
6179,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,N+
6180,tea,entity,2,Top>Product>Food>Beverage,P
6181,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,NEU
6187,cold,concept,7,Top>OtherEntity>Disease,N
6192,tea,concept,12,Top>LivingThing>Flora,P
6193,cold,concept,13,Top>Event>NaturalPhenomena,N
6196,coffee,concept,16,Top>Product>Food>Beverage,P
6202,space,concept,3,Top>Location,P
6203,space,concept,4,Top>Unit>SpaceUnit,P
6205,breakfast,concept,6,Top>Event,P
6206,friendly,concept,7,Top,P
6207,breakfast,concept,8,Top>Product>Food,P
6209,snooker,concept,10,Top>OtherEntity>Doctrine>Sports,N+
6210,staff,concept,11,Top>Organization,P+
6212,service,concept,13,Top>Product>ProfessionalService,P+
6213,swimming-pool,concept,14,Top>Location>Facility,N+
6214,pool,concept,15,Top>Location>GeographicalEntity>WaterForm,N+
6216,West Bank,entity,2,Top>Organization>Company>FinancialCompany>BankingCompany>BankingServices>Bank,N+
6217,Casablanca Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6223,man,concept,3,Top>Person,P+
6224,location,concept,4,Top>Location>Address,P+
6225,check,concept,5,Top>Product>CulturalProduct>Printing,N
6227,special,concept,7,Top>Product>CulturalProduct>Broadcast,N
6228,location,concept,8,Top>Location,P+
6234,credit card,concept,14,Top>Product,N
6235,room,concept,15,Top>Location>Facility,N
6237,room,concept,17,Top>Location>Facility,N
6240,location,concept,2,Top>Location>Address,N
6242,location,concept,4,Top>Location,N
6244,queen,concept,6,Top,P+
6245,breakfast,concept,7,Top>Event,P+
6246,breakfast,concept,8,Top>Product>Food,P+
6247,staff,concept,9,Top>Organization,P
6251,room,concept,13,Top>Location>Facility,P+
6252,kitchen,concept,14,Top>Location>Facility,P+
6254,monarch,concept,16,Top>OtherEntity>Title,P+
6256,room,concept,18,Top>Location>Facility,P+
6260,professional,concept,2,Top,P+
6261,appear,concept,3,Top,P
6264,hotel,concept,6,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6267,access,concept,9,Top>Process,P
6269,location,concept,11,Top>Location>Address,P
6272,restaurant,concept,14,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6273,location,concept,15,Top>Location,P
6275,friendly,concept,17,Top,P+
6276,city,concept,18,Top>Location>GeoPoliticalEntity>City,P+
6277,staff,concept,19,Top>Organization,P+
6286,hotel,concept,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6289,restaurant,concept,6,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6292,breakfast,concept,9,Top>Event,N+
6293,breakfast,concept,10,Top>Product>Food,N+
6295,city,concept,12,Top>Location>GeoPoliticalEntity>City,P
6297,room,concept,14,Top>Location>Facility,P
6298,room,concept,15,Top>Location>Facility,P
6301,beach,concept,1,Top>Location>GeographicalEntity>LandForm>Beach,P
6302,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6303,friend,concept,3,Top>Person,P+
6304,sea,concept,4,Top>Location>GeographicalEntity>WaterForm>Sea,P
6305,job,concept,5,Top>OtherEntity>Vocation,P+
6306,place,concept,6,Top>Location,P
6307,staff,concept,7,Top>Organization,P+
6308,service,concept,8,Top>Product>ProfessionalService,P
6310,room,concept,10,Top>Location>Facility,P
6311,room,concept,11,Top>Location>Facility,P
6313,Palace hotel,entity,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6315,place,concept,2,Top>Location,P+
6316,housing,concept,3,Top>Location>Facility,P+
6317,service,concept,4,Top>Product>ProfessionalService,P+
6320,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6325,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6326,team,concept,6,Top>Organization,P
6329,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6333,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6335,conclusion,concept,7,Top>Timex,P+
6338,service,concept,10,Top>Product>ProfessionalService,N+
6339,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6341,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6344,star,concept,3,Top>OtherEntity>Vocation,P
6345,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6350,job,concept,9,Top>OtherEntity>Vocation,P
6355,service,concept,14,Top>Product>ProfessionalService,P
6359,room,concept,18,Top>Location>Facility,P
6360,star,concept,19,Top>Location>AstralBody>Star,P
6363,room,concept,22,Top>Location>Facility,P
6365,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6369,breakfast,concept,5,Top>Event,N
6370,breakfast,concept,6,Top>Product>Food,N
6371,maintenance,concept,7,Top,N
6373,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6375,swimming-pool,concept,11,Top>Location>Facility,N
6376,room,concept,12,Top>Location>Facility,N
6377,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6378,room,concept,14,Top>Location>Facility,N
6381,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6386,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6387,team,concept,6,Top>Organization,P
6390,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6394,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6396,conclusion,concept,7,Top>Timex,P+
6399,service,concept,10,Top>Product>ProfessionalService,N+
6400,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6402,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6405,star,concept,3,Top>OtherEntity>Vocation,P
6406,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6411,job,concept,9,Top>OtherEntity>Vocation,P
6416,service,concept,14,Top>Product>ProfessionalService,P
6420,room,concept,18,Top>Location>Facility,P
6421,star,concept,19,Top>Location>AstralBody>Star,P
6424,room,concept,22,Top>Location>Facility,P
6426,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6430,breakfast,concept,5,Top>Event,N
6431,breakfast,concept,6,Top>Product>Food,N
6432,maintenance,concept,7,Top,N
6434,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6436,swimming-pool,concept,11,Top>Location>Facility,N
6437,room,concept,12,Top>Location>Facility,N
6438,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6439,room,concept,14,Top>Location>Facility,N
6442,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6447,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6448,team,concept,6,Top>Organization,P
6451,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6455,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6457,conclusion,concept,7,Top>Timex,P+
6460,service,concept,10,Top>Product>ProfessionalService,N+
6461,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6463,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6466,star,concept,3,Top>OtherEntity>Vocation,P
6467,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6472,job,concept,9,Top>OtherEntity>Vocation,P
6477,service,concept,14,Top>Product>ProfessionalService,P
6481,room,concept,18,Top>Location>Facility,P
6482,star,concept,19,Top>Location>AstralBody>Star,P
6485,room,concept,22,Top>Location>Facility,P
6487,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6491,breakfast,concept,5,Top>Event,N
6492,breakfast,concept,6,Top>Product>Food,N
6493,maintenance,concept,7,Top,N
6495,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6497,swimming-pool,concept,11,Top>Location>Facility,N
6498,room,concept,12,Top>Location>Facility,N
6499,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6500,room,concept,14,Top>Location>Facility,N
6503,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6508,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6509,team,concept,6,Top>Organization,P
6512,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6516,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6518,conclusion,concept,7,Top>Timex,P+
6521,service,concept,10,Top>Product>ProfessionalService,N+
6522,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,P
6524,Grand Park Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
6527,star,concept,3,Top>OtherEntity>Vocation,P
6528,restaurant,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
6533,job,concept,9,Top>OtherEntity>Vocation,P
6538,service,concept,14,Top>Product>ProfessionalService,P
6542,room,concept,18,Top>Location>Facility,P
6543,star,concept,19,Top>Location>AstralBody>Star,P
6546,room,concept,22,Top>Location>Facility,P
6548,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
6552,breakfast,concept,5,Top>Event,N
6553,breakfast,concept,6,Top>Product>Food,N
6554,maintenance,concept,7,Top,N
6556,snooker,concept,9,Top>OtherEntity>Doctrine>Sports,N
6558,swimming-pool,concept,11,Top>Location>Facility,N
6559,room,concept,12,Top>Location>Facility,N
6560,pool,concept,13,Top>Location>GeographicalEntity>WaterForm,N
6561,room,concept,14,Top>Location>Facility,N
6564,Fakhr Aldeen restaurant,entity,3,Top>Location>Facility,P
6569,team,concept,5,Top>Organization>SportsOrganization>SportsTeam,P
6570,team,concept,6,Top>Organization,P
6573,car,concept,1,Top>Product>Machine>Vehicle>Car,N
6577,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
6579,conclusion,concept,7,Top>Timex,P+
6582,service,concept,10,Top>Product>ProfessionalService,N+
