,Form,Topic Category,Rank,Type,Polarity
15953,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
15954,food,concept,3,Top>Product>Food,P
15955,staff,concept,4,Top>Organization,P
15956,Wi-Fi,concept,5,Top>OtherEntity>MethodSystem,P
15966,Gazebo restaurant,entity,2,Top>Location>Facility,P
15968,location,concept,2,Top>Location>Address,P
15969,floor,concept,3,Top>Location,P
15970,location,concept,4,Top>Location,P
15971,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
15974,area,concept,8,Top>Location,P
15976,room,concept,10,Top>Location>Facility,P
15979,room,concept,13,Top>Location>Facility,P
15984,friendly,concept,5,Top,P
15985,service,concept,6,Top>Product>ProfessionalService,P
15998,Gazebo restaurant,entity,2,Top>Location>Facility,P
16000,location,concept,2,Top>Location>Address,P
16001,floor,concept,3,Top>Location,P
16002,location,concept,4,Top>Location,P
16003,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16006,area,concept,8,Top>Location,P
16008,room,concept,10,Top>Location>Facility,P
16011,room,concept,13,Top>Location>Facility,P
16016,friendly,concept,5,Top,P
16017,service,concept,6,Top>Product>ProfessionalService,P
16030,Gazebo restaurant,entity,2,Top>Location>Facility,P
16032,location,concept,2,Top>Location>Address,P
16033,floor,concept,3,Top>Location,P
16034,location,concept,4,Top>Location,P
16035,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16038,area,concept,8,Top>Location,P
16040,room,concept,10,Top>Location>Facility,P
16043,room,concept,13,Top>Location>Facility,P
16048,friendly,concept,5,Top,P
16049,service,concept,6,Top>Product>ProfessionalService,P
16062,Gazebo restaurant,entity,2,Top>Location>Facility,P
16064,location,concept,2,Top>Location>Address,P
16065,floor,concept,3,Top>Location,P
16066,location,concept,4,Top>Location,P
16067,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16070,area,concept,8,Top>Location,P
16072,room,concept,10,Top>Location>Facility,P
16075,room,concept,13,Top>Location>Facility,P
16080,friendly,concept,5,Top,P
16081,service,concept,6,Top>Product>ProfessionalService,P
16094,Gazebo restaurant,entity,2,Top>Location>Facility,P
16096,location,concept,2,Top>Location>Address,P
16097,floor,concept,3,Top>Location,P
16098,location,concept,4,Top>Location,P
16099,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16102,area,concept,8,Top>Location,P
16104,room,concept,10,Top>Location>Facility,P
16107,room,concept,13,Top>Location>Facility,P
16112,friendly,concept,5,Top,P
16113,service,concept,6,Top>Product>ProfessionalService,P
16126,Gazebo restaurant,entity,2,Top>Location>Facility,P
16128,location,concept,2,Top>Location>Address,P
16129,floor,concept,3,Top>Location,P
16130,location,concept,4,Top>Location,P
16131,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16134,area,concept,8,Top>Location,P
16136,room,concept,10,Top>Location>Facility,P
16139,room,concept,13,Top>Location>Facility,P
16144,friendly,concept,5,Top,P
16145,service,concept,6,Top>Product>ProfessionalService,P
16158,Gazebo restaurant,entity,2,Top>Location>Facility,P
16160,location,concept,2,Top>Location>Address,P
16161,floor,concept,3,Top>Location,P
16162,location,concept,4,Top>Location,P
16163,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16166,area,concept,8,Top>Location,P
16168,room,concept,10,Top>Location>Facility,P
16171,room,concept,13,Top>Location>Facility,P
16176,friendly,concept,5,Top,P
16177,service,concept,6,Top>Product>ProfessionalService,P
16190,Gazebo restaurant,entity,2,Top>Location>Facility,P
16192,location,concept,2,Top>Location>Address,P
16193,floor,concept,3,Top>Location,P
16194,location,concept,4,Top>Location,P
16195,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16198,area,concept,8,Top>Location,P
16200,room,concept,10,Top>Location>Facility,P
16203,room,concept,13,Top>Location>Facility,P
16208,friendly,concept,5,Top,P
16209,service,concept,6,Top>Product>ProfessionalService,P
16222,Gazebo restaurant,entity,2,Top>Location>Facility,P
16224,location,concept,2,Top>Location>Address,P
16225,floor,concept,3,Top>Location,P
16226,location,concept,4,Top>Location,P
16227,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16230,area,concept,8,Top>Location,P
16232,room,concept,10,Top>Location>Facility,P
16235,room,concept,13,Top>Location>Facility,P
16240,friendly,concept,5,Top,P
16241,service,concept,6,Top>Product>ProfessionalService,P
16254,Gazebo restaurant,entity,2,Top>Location>Facility,P
16256,location,concept,2,Top>Location>Address,P
16257,floor,concept,3,Top>Location,P
16258,location,concept,4,Top>Location,P
16259,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16262,area,concept,8,Top>Location,P
16264,room,concept,10,Top>Location>Facility,P
16267,room,concept,13,Top>Location>Facility,P
16272,friendly,concept,5,Top,P
16273,service,concept,6,Top>Product>ProfessionalService,P
16286,Gazebo restaurant,entity,2,Top>Location>Facility,P
16288,location,concept,2,Top>Location>Address,P
16289,floor,concept,3,Top>Location,P
16290,location,concept,4,Top>Location,P
16291,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16294,area,concept,8,Top>Location,P
16296,room,concept,10,Top>Location>Facility,P
16299,room,concept,13,Top>Location>Facility,P
16304,friendly,concept,5,Top,P
16305,service,concept,6,Top>Product>ProfessionalService,P
16318,Gazebo restaurant,entity,2,Top>Location>Facility,P
16320,location,concept,2,Top>Location>Address,P
16321,floor,concept,3,Top>Location,P
16322,location,concept,4,Top>Location,P
16323,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16326,area,concept,8,Top>Location,P
16328,room,concept,10,Top>Location>Facility,P
16331,room,concept,13,Top>Location>Facility,P
16336,friendly,concept,5,Top,P
16337,service,concept,6,Top>Product>ProfessionalService,P
16350,Gazebo restaurant,entity,2,Top>Location>Facility,P
16352,location,concept,2,Top>Location>Address,P
16353,floor,concept,3,Top>Location,P
16354,location,concept,4,Top>Location,P
16355,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16358,area,concept,8,Top>Location,P
16360,room,concept,10,Top>Location>Facility,P
16363,room,concept,13,Top>Location>Facility,P
16368,friendly,concept,5,Top,P
16369,service,concept,6,Top>Product>ProfessionalService,P
16382,Gazebo restaurant,entity,2,Top>Location>Facility,P
16384,location,concept,2,Top>Location>Address,P
16385,floor,concept,3,Top>Location,P
16386,location,concept,4,Top>Location,P
16387,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16390,area,concept,8,Top>Location,P
16392,room,concept,10,Top>Location>Facility,P
16395,room,concept,13,Top>Location>Facility,P
16400,friendly,concept,5,Top,P
16401,service,concept,6,Top>Product>ProfessionalService,P
16414,Gazebo restaurant,entity,2,Top>Location>Facility,P
16416,location,concept,2,Top>Location>Address,P
16417,floor,concept,3,Top>Location,P
16418,location,concept,4,Top>Location,P
16419,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16422,area,concept,8,Top>Location,P
16424,room,concept,10,Top>Location>Facility,P
16427,room,concept,13,Top>Location>Facility,P
16432,friendly,concept,5,Top,P
16433,service,concept,6,Top>Product>ProfessionalService,P
16446,Gazebo restaurant,entity,2,Top>Location>Facility,P
16448,location,concept,2,Top>Location>Address,P
16449,floor,concept,3,Top>Location,P
16450,location,concept,4,Top>Location,P
16451,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16454,area,concept,8,Top>Location,P
16456,room,concept,10,Top>Location>Facility,P
16459,room,concept,13,Top>Location>Facility,P
16464,friendly,concept,5,Top,P
16465,service,concept,6,Top>Product>ProfessionalService,P
16478,Gazebo restaurant,entity,2,Top>Location>Facility,P
16480,location,concept,2,Top>Location>Address,P
16481,floor,concept,3,Top>Location,P
16482,location,concept,4,Top>Location,P
16483,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16486,area,concept,8,Top>Location,P
16488,room,concept,10,Top>Location>Facility,P
16491,room,concept,13,Top>Location>Facility,P
16496,friendly,concept,5,Top,P
16497,service,concept,6,Top>Product>ProfessionalService,P
16510,Gazebo restaurant,entity,2,Top>Location>Facility,P
16512,location,concept,2,Top>Location>Address,P
16513,floor,concept,3,Top>Location,P
16514,location,concept,4,Top>Location,P
16515,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16518,area,concept,8,Top>Location,P
16520,room,concept,10,Top>Location>Facility,P
16523,room,concept,13,Top>Location>Facility,P
16528,friendly,concept,5,Top,P
16529,service,concept,6,Top>Product>ProfessionalService,P
16542,Gazebo restaurant,entity,2,Top>Location>Facility,P
16544,location,concept,2,Top>Location>Address,P
16545,floor,concept,3,Top>Location,P
16546,location,concept,4,Top>Location,P
16547,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16550,area,concept,8,Top>Location,P
16552,room,concept,10,Top>Location>Facility,P
16555,room,concept,13,Top>Location>Facility,P
16560,friendly,concept,5,Top,P
16561,service,concept,6,Top>Product>ProfessionalService,P
16574,Gazebo restaurant,entity,2,Top>Location>Facility,P
16576,location,concept,2,Top>Location>Address,P
16577,floor,concept,3,Top>Location,P
16578,location,concept,4,Top>Location,P
16579,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16582,area,concept,8,Top>Location,P
16584,room,concept,10,Top>Location>Facility,P
16587,room,concept,13,Top>Location>Facility,P
16592,friendly,concept,5,Top,P
16593,service,concept,6,Top>Product>ProfessionalService,P
16606,Gazebo restaurant,entity,2,Top>Location>Facility,P
16608,location,concept,2,Top>Location>Address,P
16609,floor,concept,3,Top>Location,P
16610,location,concept,4,Top>Location,P
16611,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16614,area,concept,8,Top>Location,P
16616,room,concept,10,Top>Location>Facility,P
16619,room,concept,13,Top>Location>Facility,P
16624,friendly,concept,5,Top,P
16625,service,concept,6,Top>Product>ProfessionalService,P
16638,Gazebo restaurant,entity,2,Top>Location>Facility,P
16640,location,concept,2,Top>Location>Address,P
16641,floor,concept,3,Top>Location,P
16642,location,concept,4,Top>Location,P
16643,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16646,area,concept,8,Top>Location,P
16648,room,concept,10,Top>Location>Facility,P
16651,room,concept,13,Top>Location>Facility,P
16656,friendly,concept,5,Top,P
16657,service,concept,6,Top>Product>ProfessionalService,P
16670,Gazebo restaurant,entity,2,Top>Location>Facility,P
16672,location,concept,2,Top>Location>Address,P
16673,floor,concept,3,Top>Location,P
16674,location,concept,4,Top>Location,P
16675,city,concept,5,Top>Location>GeoPoliticalEntity>City,P
16678,area,concept,8,Top>Location,P
16680,room,concept,10,Top>Location>Facility,P
16683,room,concept,13,Top>Location>Facility,P
16688,friendly,concept,5,Top,P
16689,service,concept,6,Top>Product>ProfessionalService,P
16695,food,concept,2,Top>Product>Food,P
16696,staff,concept,3,Top>Organization,P
16702,meal,concept,6,Top>Product>Food,P
16711,location,concept,4,Top>Location>Address,P
16716,location,concept,9,Top>Location,P
16725,balcony,concept,18,Top>Location,P
16734,food,concept,2,Top>Product>Food,P
16735,staff,concept,3,Top>Organization,P
16741,meal,concept,6,Top>Product>Food,P
16750,location,concept,4,Top>Location>Address,P
16755,location,concept,9,Top>Location,P
16764,balcony,concept,18,Top>Location,P
16773,food,concept,2,Top>Product>Food,P
16774,staff,concept,3,Top>Organization,P
16780,meal,concept,6,Top>Product>Food,P
16789,location,concept,4,Top>Location>Address,P
16794,location,concept,9,Top>Location,P
16803,balcony,concept,18,Top>Location,P
16812,food,concept,2,Top>Product>Food,P
16813,staff,concept,3,Top>Organization,P
16819,meal,concept,6,Top>Product>Food,P
16828,location,concept,4,Top>Location>Address,P
16833,location,concept,9,Top>Location,P
16842,balcony,concept,18,Top>Location,P
16851,food,concept,2,Top>Product>Food,P
16852,staff,concept,3,Top>Organization,P
16858,meal,concept,6,Top>Product>Food,P
16867,location,concept,4,Top>Location>Address,P
16872,location,concept,9,Top>Location,P
16881,balcony,concept,18,Top>Location,P
16890,food,concept,2,Top>Product>Food,P
16891,staff,concept,3,Top>Organization,P
16897,meal,concept,6,Top>Product>Food,P
16906,location,concept,4,Top>Location>Address,P
16911,location,concept,9,Top>Location,P
16920,balcony,concept,18,Top>Location,P
16929,food,concept,2,Top>Product>Food,P
16930,staff,concept,3,Top>Organization,P
16936,meal,concept,6,Top>Product>Food,P
16945,location,concept,4,Top>Location>Address,P
16950,location,concept,9,Top>Location,P
16959,balcony,concept,18,Top>Location,P
16968,food,concept,2,Top>Product>Food,P
16969,staff,concept,3,Top>Organization,P
16975,meal,concept,6,Top>Product>Food,P
16984,location,concept,4,Top>Location>Address,P
16989,location,concept,9,Top>Location,P
16998,balcony,concept,18,Top>Location,P
17007,food,concept,2,Top>Product>Food,P
17008,staff,concept,3,Top>Organization,P
17014,meal,concept,6,Top>Product>Food,P
17023,location,concept,4,Top>Location>Address,P
17028,location,concept,9,Top>Location,P
17037,balcony,concept,18,Top>Location,P
17046,food,concept,2,Top>Product>Food,P
17047,staff,concept,3,Top>Organization,P
17053,meal,concept,6,Top>Product>Food,P
17062,location,concept,4,Top>Location>Address,P
17067,location,concept,9,Top>Location,P
17076,balcony,concept,18,Top>Location,P
17085,food,concept,2,Top>Product>Food,P
17086,staff,concept,3,Top>Organization,P
17092,meal,concept,6,Top>Product>Food,P
17101,location,concept,4,Top>Location>Address,P
17106,location,concept,9,Top>Location,P
17115,balcony,concept,18,Top>Location,P
17127,jogging,concept,6,Top>OtherEntity>Doctrine>Sports,P
17128,supermarket,concept,7,Top>Location>Facility>Market,P
17129,dog,concept,8,Top>LivingThing>Animal>Vertebrate>Mammal,P
17131,bakery,concept,10,Top>Location>Facility,P
17133,food,concept,12,Top>Product>Food,P
17134,running,concept,13,Top>OtherEntity>Doctrine>Sports,P
17149,staff,concept,8,Top>Organization,P
17157,food,concept,6,Top>Product>Food,P
17158,breakfast,concept,7,Top>Event,P
17159,friendly,concept,8,Top,P
17160,breakfast,concept,9,Top>Product>Food,P
17162,staff,concept,11,Top>Organization,P
17167,juice,concept,16,Top>Product>Food>Beverage,P
17171,coffee,concept,20,Top>Product>Food>Beverage,P
17177,appear,concept,1,Top,P
17193,staff,concept,17,Top>Organization,P
17194,friendly,concept,18,Top,P
17195,beverage,concept,19,Top>Product>Food>Beverage,P
17196,service,concept,20,Top>Product>ProfessionalService,P
17197,room,concept,21,Top>Location>Facility,P
17201,distance,concept,25,Top>Unit>PhysicalExtentUnit,P
17202,room,concept,26,Top>Location>Facility,P
17204,Nichola,entity,2,Top,P
17205,Nicholas,entity,3,Top>Person>FirstName,P
17207,drug,concept,2,Top>Product>Substance>Drug,P
17214,pharmacy,concept,9,Top>Location>Facility,P
17216,ride,concept,11,Top>Location>Facility,P
17224,angel,concept,19,Top>Person,P
17226,medicine,concept,21,Top>OtherEntity>Doctrine>Academic,P
17235,supermarket,concept,6,Top>Location>Facility>Market,P
17236,dog,concept,7,Top>LivingThing>Animal>Vertebrate>Mammal,P
17238,bakery,concept,9,Top>Location>Facility,P
17240,food,concept,11,Top>Product>Food,P
17255,staff,concept,8,Top>Organization,P
17263,food,concept,6,Top>Product>Food,P
17264,breakfast,concept,7,Top>Event,P
17265,friendly,concept,8,Top,P
17266,breakfast,concept,9,Top>Product>Food,P
17268,staff,concept,11,Top>Organization,P
17273,juice,concept,16,Top>Product>Food>Beverage,P
17277,coffee,concept,20,Top>Product>Food>Beverage,P
17283,appear,concept,1,Top,P
17299,staff,concept,17,Top>Organization,P
17300,friendly,concept,18,Top,P
17301,beverage,concept,19,Top>Product>Food>Beverage,P
17302,service,concept,20,Top>Product>ProfessionalService,P
17303,room,concept,21,Top>Location>Facility,P
17307,distance,concept,25,Top>Unit>PhysicalExtentUnit,P
17308,room,concept,26,Top>Location>Facility,P
17310,Nichola,entity,2,Top,P
17311,Nicholas,entity,3,Top>Person>FirstName,P
17313,drug,concept,2,Top>Product>Substance>Drug,P
17320,pharmacy,concept,9,Top>Location>Facility,P
17322,ride,concept,11,Top>Location>Facility,P
17330,angel,concept,19,Top>Person,P
17332,medicine,concept,21,Top>OtherEntity>Doctrine>Academic,P
17341,jogging,concept,6,Top>OtherEntity>Doctrine>Sports,P
17342,supermarket,concept,7,Top>Location>Facility>Market,P
17343,dog,concept,8,Top>LivingThing>Animal>Vertebrate>Mammal,P
17345,bakery,concept,10,Top>Location>Facility,P
17347,food,concept,12,Top>Product>Food,P
17348,running,concept,13,Top>OtherEntity>Doctrine>Sports,P
17363,staff,concept,8,Top>Organization,P
17371,food,concept,6,Top>Product>Food,P
17372,breakfast,concept,7,Top>Event,P
17373,friendly,concept,8,Top,P
17374,breakfast,concept,9,Top>Product>Food,P
17376,staff,concept,11,Top>Organization,P
17381,juice,concept,16,Top>Product>Food>Beverage,P
17385,coffee,concept,20,Top>Product>Food>Beverage,P
17391,appear,concept,1,Top,P
17407,staff,concept,17,Top>Organization,P
17408,friendly,concept,18,Top,P
17409,beverage,concept,19,Top>Product>Food>Beverage,P
17410,service,concept,20,Top>Product>ProfessionalService,P
17411,room,concept,21,Top>Location>Facility,P
17415,distance,concept,25,Top>Unit>PhysicalExtentUnit,P
17416,room,concept,26,Top>Location>Facility,P
17418,Nichola,entity,2,Top,P
17419,Nicholas,entity,3,Top>Person>FirstName,P
17421,drug,concept,2,Top>Product>Substance>Drug,P
17428,pharmacy,concept,9,Top>Location>Facility,P
17430,ride,concept,11,Top>Location>Facility,P
17438,angel,concept,19,Top>Person,P
17440,medicine,concept,21,Top>OtherEntity>Doctrine>Academic,P
17449,jogging,concept,6,Top>OtherEntity>Doctrine>Sports,P
17450,supermarket,concept,7,Top>Location>Facility>Market,P
17451,dog,concept,8,Top>LivingThing>Animal>Vertebrate>Mammal,P
17453,bakery,concept,10,Top>Location>Facility,P
17455,food,concept,12,Top>Product>Food,P
17456,running,concept,13,Top>OtherEntity>Doctrine>Sports,P
17471,staff,concept,8,Top>Organization,P
17479,food,concept,6,Top>Product>Food,P
17480,breakfast,concept,7,Top>Event,P
17481,friendly,concept,8,Top,P
17482,breakfast,concept,9,Top>Product>Food,P
17484,staff,concept,11,Top>Organization,P
17489,juice,concept,16,Top>Product>Food>Beverage,P
17493,coffee,concept,20,Top>Product>Food>Beverage,P
17499,appear,concept,1,Top,P
17515,staff,concept,17,Top>Organization,P
17516,friendly,concept,18,Top,P
17517,beverage,concept,19,Top>Product>Food>Beverage,P
17518,service,concept,20,Top>Product>ProfessionalService,P
17519,room,concept,21,Top>Location>Facility,P
17523,distance,concept,25,Top>Unit>PhysicalExtentUnit,P
17524,room,concept,26,Top>Location>Facility,P
17526,Nichola,entity,2,Top,P
17527,Nicholas,entity,3,Top>Person>FirstName,P
17529,drug,concept,2,Top>Product>Substance>Drug,P
17536,pharmacy,concept,9,Top>Location>Facility,P
17538,ride,concept,11,Top>Location>Facility,P
17546,angel,concept,19,Top>Person,P
17548,medicine,concept,21,Top>OtherEntity>Doctrine>Academic,P
17557,jogging,concept,6,Top>OtherEntity>Doctrine>Sports,P
17558,supermarket,concept,7,Top>Location>Facility>Market,P
17559,dog,concept,8,Top>LivingThing>Animal>Vertebrate>Mammal,P
17561,bakery,concept,10,Top>Location>Facility,P
17563,food,concept,12,Top>Product>Food,P
17564,running,concept,13,Top>OtherEntity>Doctrine>Sports,P
17579,staff,concept,8,Top>Organization,P
17587,food,concept,6,Top>Product>Food,P
17588,breakfast,concept,7,Top>Event,P
17589,friendly,concept,8,Top,P
17590,breakfast,concept,9,Top>Product>Food,P
17592,staff,concept,11,Top>Organization,P
17597,juice,concept,16,Top>Product>Food>Beverage,P
17601,coffee,concept,20,Top>Product>Food>Beverage,P
17607,appear,concept,1,Top,P
17623,staff,concept,17,Top>Organization,P
17624,friendly,concept,18,Top,P
17625,beverage,concept,19,Top>Product>Food>Beverage,P
17626,service,concept,20,Top>Product>ProfessionalService,P
17627,room,concept,21,Top>Location>Facility,P
17631,distance,concept,25,Top>Unit>PhysicalExtentUnit,P
17632,room,concept,26,Top>Location>Facility,P
17634,Nichola,entity,2,Top,P
17635,Nicholas,entity,3,Top>Person>FirstName,P
17637,drug,concept,2,Top>Product>Substance>Drug,P
17644,pharmacy,concept,9,Top>Location>Facility,P
17646,ride,concept,11,Top>Location>Facility,P
17654,angel,concept,19,Top>Person,P
17656,medicine,concept,21,Top>OtherEntity>Doctrine>Academic,P
17660,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17661,kind,concept,2,Top>Organization,P
17662,position,concept,3,Top>OtherEntity>Title,P
17663,kind,concept,4,Top>OtherEntity>Class,P
17664,welcome,concept,5,Top>OtherEntity,P
17666,reception,concept,7,Top,P
17667,green belt,concept,8,Top,P
17671,Roots Hotel,entity,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17672,beach,concept,1,Top>Location>GeographicalEntity>LandForm>Beach,P
17673,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17678,sea,concept,7,Top>Location>GeographicalEntity>WaterForm>Sea,P
17683,area,concept,12,Top>Location,P
17684,plug,concept,13,Top>Product,P
17685,room,concept,14,Top>Location>Facility,P
17686,room,concept,15,Top>Location>Facility,P
17687,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17694,balcony,concept,8,Top>Location,P
17702,root,concept,4,Top,P
17704,breakfast,concept,6,Top>Event,P
17705,friendly,concept,7,Top,P
17706,breakfast,concept,8,Top>Product>Food,P
17707,staff,concept,9,Top>Organization,P
17712,Cor,entity,3,Top>Person>FirstName,P
17713,generator,concept,1,Top>Product>Machine>Instrument,P
17714,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17723,breakfast,concept,11,Top>Event,P
17724,breakfast,concept,12,Top>Product>Food,P
17726,room,concept,14,Top>Location>Facility,P
17727,Wi-Fi,concept,15,Top>OtherEntity>MethodSystem,P
17729,room,concept,17,Top>Location>Facility,P
17730,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17731,kind,concept,2,Top>Organization,P
17732,position,concept,3,Top>OtherEntity>Title,P
17733,kind,concept,4,Top>OtherEntity>Class,P
17734,welcome,concept,5,Top>OtherEntity,P
17736,reception,concept,7,Top,P
17737,green belt,concept,8,Top,P
17741,Roots Hotel,entity,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17742,beach,concept,1,Top>Location>GeographicalEntity>LandForm>Beach,P
17743,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17748,sea,concept,7,Top>Location>GeographicalEntity>WaterForm>Sea,P
17753,area,concept,12,Top>Location,P
17754,plug,concept,13,Top>Product,P
17755,room,concept,14,Top>Location>Facility,P
17756,room,concept,15,Top>Location>Facility,P
17757,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17764,balcony,concept,8,Top>Location,P
17772,root,concept,4,Top,P
17774,breakfast,concept,6,Top>Event,P
17775,friendly,concept,7,Top,P
17776,breakfast,concept,8,Top>Product>Food,P
17777,staff,concept,9,Top>Organization,P
17782,Cor,entity,3,Top>Person>FirstName,P
17783,generator,concept,1,Top>Product>Machine>Instrument,P
17784,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17793,breakfast,concept,11,Top>Event,P
17794,breakfast,concept,12,Top>Product>Food,P
17796,room,concept,14,Top>Location>Facility,P
17797,Wi-Fi,concept,15,Top>OtherEntity>MethodSystem,P
17799,room,concept,17,Top>Location>Facility,P
17800,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17801,kind,concept,2,Top>Organization,P
17802,position,concept,3,Top>OtherEntity>Title,P
17803,kind,concept,4,Top>OtherEntity>Class,P
17804,welcome,concept,5,Top>OtherEntity,P
17806,reception,concept,7,Top,P
17807,green belt,concept,8,Top,P
17811,Roots Hotel,entity,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17812,beach,concept,1,Top>Location>GeographicalEntity>LandForm>Beach,P
17813,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17818,sea,concept,7,Top>Location>GeographicalEntity>WaterForm>Sea,P
17823,area,concept,12,Top>Location,P
17824,plug,concept,13,Top>Product,P
17825,room,concept,14,Top>Location>Facility,P
17826,room,concept,15,Top>Location>Facility,P
17827,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17834,balcony,concept,8,Top>Location,P
17842,root,concept,4,Top,P
17844,breakfast,concept,6,Top>Event,P
17845,friendly,concept,7,Top,P
17846,breakfast,concept,8,Top>Product>Food,P
17847,staff,concept,9,Top>Organization,P
17852,Cor,entity,3,Top>Person>FirstName,P
17853,generator,concept,1,Top>Product>Machine>Instrument,P
17854,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17863,breakfast,concept,11,Top>Event,P
17864,breakfast,concept,12,Top>Product>Food,P
17866,room,concept,14,Top>Location>Facility,P
17867,Wi-Fi,concept,15,Top>OtherEntity>MethodSystem,P
17869,room,concept,17,Top>Location>Facility,P
17871,Bethlehem,entity,2,Top>Location>GeoPoliticalEntity,P
17872,bed,concept,1,Top>Location>GeographicalEntity>WaterForm>Channel,P
17873,friend,concept,2,Top>Person,P
17874,location,concept,3,Top>Location>Address,P
17876,location,concept,5,Top>Location,P
17878,place,concept,7,Top>Location,P
17881,staff,concept,10,Top>Organization,P
17882,friendly,concept,11,Top,P
17883,bathroom,concept,12,Top>Location>Facility,P
17903,breakfast,concept,3,Top>Event,P
17904,breakfast,concept,4,Top>Product>Food,P
17905,room,concept,5,Top>Location>Facility,P
17906,room,concept,6,Top>Location>Facility,P
17909,people,concept,1,Top>Person,P
17910,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17915,room,concept,7,Top>Location>Facility,P
17916,room,concept,8,Top>Location>Facility,P
17918,Bethlehem,entity,2,Top>Location>GeoPoliticalEntity,P
17919,bed,concept,1,Top>Location>GeographicalEntity>WaterForm>Channel,P
17920,friend,concept,2,Top>Person,P
17921,location,concept,3,Top>Location>Address,P
17923,location,concept,5,Top>Location,P
17925,place,concept,7,Top>Location,P
17928,staff,concept,10,Top>Organization,P
17929,friendly,concept,11,Top,P
17930,bathroom,concept,12,Top>Location>Facility,P
17950,breakfast,concept,3,Top>Event,P
17951,breakfast,concept,4,Top>Product>Food,P
17952,room,concept,5,Top>Location>Facility,P
17953,room,concept,6,Top>Location>Facility,P
17956,people,concept,1,Top>Person,P
17957,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
17962,room,concept,7,Top>Location>Facility,P
17963,room,concept,8,Top>Location>Facility,P
17965,Bethlehem,entity,2,Top>Location>GeoPoliticalEntity,P
17966,bed,concept,1,Top>Location>GeographicalEntity>WaterForm>Channel,P
17967,friend,concept,2,Top>Person,P
17968,location,concept,3,Top>Location>Address,P
17970,location,concept,5,Top>Location,P
17972,place,concept,7,Top>Location,P
17975,staff,concept,10,Top>Organization,P
17976,friendly,concept,11,Top,P
17977,bathroom,concept,12,Top>Location>Facility,P
17997,breakfast,concept,3,Top>Event,P
17998,breakfast,concept,4,Top>Product>Food,P
17999,room,concept,5,Top>Location>Facility,P
18000,room,concept,6,Top>Location>Facility,P
18003,people,concept,1,Top>Person,P
