,Form,Topic Category,Rank,Type,Polarity
18336,room,concept,18,Top>Location>Facility,N
18340,room,concept,22,Top>Location>Facility,N
18355,place,concept,5,Top>Location,N
18360,building,concept,10,Top>Location>Facility,N
18363,property,concept,13,Top,N
18685,bed,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,N
18694,bathroom,concept,12,Top>Location>Facility,N
18702,food,concept,3,Top>Product>Food,N
18711,lighting,concept,7,Top,N
18712,staff,concept,8,Top>Organization,N
18713,bathroom,concept,9,Top>Location>Facility,N
18714,window,concept,10,Top>Product,N
18715,room,concept,11,Top>Location>Facility,N
18717,room,concept,13,Top>Location>Facility,N
18729,bed,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,N
18738,bathroom,concept,12,Top>Location>Facility,N
18746,food,concept,3,Top>Product>Food,N
18755,lighting,concept,7,Top,N
18756,staff,concept,8,Top>Organization,N
18757,bathroom,concept,9,Top>Location>Facility,N
18758,window,concept,10,Top>Product,N
18759,room,concept,11,Top>Location>Facility,N
18761,room,concept,13,Top>Location>Facility,N
18773,bed,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,N
18782,bathroom,concept,12,Top>Location>Facility,N
18790,food,concept,3,Top>Product>Food,N
18799,lighting,concept,7,Top,N
18800,staff,concept,8,Top>Organization,N
18801,bathroom,concept,9,Top>Location>Facility,N
18802,window,concept,10,Top>Product,N
18803,room,concept,11,Top>Location>Facility,N
18805,room,concept,13,Top>Location>Facility,N
18817,bed,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,N
18826,bathroom,concept,12,Top>Location>Facility,N
18834,food,concept,3,Top>Product>Food,N
18843,lighting,concept,7,Top,N
18844,staff,concept,8,Top>Organization,N
18845,bathroom,concept,9,Top>Location>Facility,N
18846,window,concept,10,Top>Product,N
18847,room,concept,11,Top>Location>Facility,N
18849,room,concept,13,Top>Location>Facility,N
1,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
4,service,concept,5,Top>Product>ProfessionalService,N+
5,laundry,concept,6,Top>Location>Facility,N+
199,room,concept,6,Top>Location>Facility,N+
200,room,concept,7,Top>Location>Facility,N+
482,breakfast,concept,11,Top>Event,N+
485,breakfast,concept,14,Top>Product>Food,N+
517,staff,concept,10,Top>Organization,N+
518,plug,concept,11,Top>Product,N+
575,breakfast,concept,6,Top>Event,N+
577,breakfast,concept,8,Top>Product>Food,N+
673,iPad,entity,1,Top>Product>Machine>ElectronicAppliance>ElectronicDevice,N+
674,iPhone,entity,2,Top>Product>Machine>ElectronicAppliance>MobilePhone,N+
678,tablet,concept,4,Top>Product>Machine>ElectronicAppliance>ElectronicDevice,N+
681,tablet,concept,7,Top>Product,N+
682,electrical outlet,concept,8,Top>Product,N+
683,computer,concept,9,Top>Product>Machine>ElectronicAppliance>Computer,N+
684,place,concept,10,Top>Location,N+
685,lighting,concept,11,Top,N+
687,pill,concept,13,Top>Product>Substance>Drug,N+
800,group,concept,6,Top>Organization,N+
804,food,concept,10,Top>Product>Food,N+
1113,environment,concept,2,Top,N+
1115,environment,concept,4,Top,N+
1124,area,concept,6,Top>Location,N+
1283,room,concept,26,Top>Location>Facility,N+
1294,room,concept,37,Top>Location>Facility,N+
1615,hotel,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
1692,coffee,concept,10,Top>Product>Food>Beverage,N+
1710,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
1712,trip,concept,3,Top,N+
1783,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
1784,advertisement,concept,3,Top>Product>CulturalProduct>Broadcast,N+
1795,spot,concept,14,Top>Product>CulturalProduct>Broadcast,N+
1798,bathroom,concept,17,Top>Location>Facility,N+
1801,Italian,concept,20,Top,N+
1805,tourist,concept,24,Top>Person,N+
1806,Spanish,concept,25,Top,N+
1807,green,concept,26,Top>OtherEntity>Color,N+
2332,drawback,concept,10,Top,N+
2416,breakfast,concept,34,Top>Event,N+
2417,dollar,concept,35,Top>Unit>Currency,N+
2421,breakfast,concept,39,Top>Product>Food,N+
2425,dinner,concept,43,Top>Product>Food,N+
2427,living room,concept,45,Top>Location>Facility,N+
2428,area,concept,46,Top>Location,N+
2435,hall,concept,53,Top>Location>Facility,N+
2440,dinner,concept,58,Top>Event,N+
2441,hostel,concept,59,Top>Location>Facility,N+
3031,electricity,concept,3,Top,N+
3274,breakfast,concept,9,Top>Event,N+
3276,breakfast,concept,11,Top>Product>Food,N+
3311,West Bank,entity,1,Top>Organization>Company>FinancialCompany>BankingCompany>BankingServices>Bank,N+
3316,location,concept,5,Top>Location>Address,N+
3320,location,concept,9,Top>Location,N+
3371,Belen,entity,2,Top>Location>GeoPoliticalEntity>City,N+
3570,room,concept,7,Top>Location>Facility,N+
3573,room,concept,10,Top>Location>Facility,N+
3634,shower,concept,4,Top>Event>NaturalPhenomena,N+
3636,cabin,concept,6,Top>Location>Facility,N+
3641,room,concept,11,Top>Location>Facility,N+
3643,room,concept,13,Top>Location>Facility,N+
3715,lunch,concept,1,Top>Product>Food,N+
3720,dinner,concept,6,Top>Product>Food,N+
3722,room,concept,8,Top>Location>Facility,N+
3723,dinner,concept,9,Top>Event,N+
3724,room,concept,10,Top>Location>Facility,N+
3802,street,concept,6,Top>Location>Facility>Line,N+
3810,location,concept,14,Top>Location>Address,N+
3818,location,concept,22,Top>Location,N+
3820,road,concept,24,Top>Location>Facility>Line,N+
3837,road,concept,41,Top>Location>Facility>Line,N+
3981,food,concept,1,Top>Product>Food,N+
3985,room,concept,5,Top>Location>Facility,N+
3986,room,concept,6,Top>Location>Facility,N+
4254,shower,concept,6,Top>Event>NaturalPhenomena,N+
4257,breakfast,concept,9,Top>Event,N+
4259,breakfast,concept,11,Top>Product>Food,N+
4281,robbery,concept,14,Top>OtherEntity>Offence,N+
4399,village,concept,2,Top>Location>GeoPoliticalEntity>City,N+
4401,street,concept,4,Top>Location>Facility>Line,N+
4402,town,concept,5,Top>Location>GeoPoliticalEntity>City,N+
4410,town,concept,13,Top>Location>GeoPoliticalEntity,N+
4428,city,concept,31,Top>Location>GeoPoliticalEntity>City,N+
4432,garbage,concept,35,Top,N+
4442,room,concept,45,Top>Location>Facility,N+
4452,room,concept,55,Top>Location>Facility,N+
4467,elevation,concept,12,Top,N+
4550,Jerusalem Hotels,entity,2,Top,N+
4599,room,concept,8,Top>Location>Facility,N+
4601,room,concept,10,Top>Location>Facility,N+
4660,channel,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,N+
4672,channel,concept,15,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,N+
4738,laundry,concept,5,Top>Location>Facility,N+
4744,pain,concept,3,Top>OtherEntity>Disease,N+
4946,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
4949,service,concept,4,Top>Product>ProfessionalService,N+
5020,building,concept,15,Top>Location>Facility,N+
5022,pressure,concept,17,Top,N+
5023,property,concept,18,Top,N+
5121,breakfast,concept,4,Top>Event,N+
5123,breakfast,concept,6,Top>Product>Food,N+
5306,place,concept,12,Top>Location,N+
5338,food,concept,9,Top>Product>Food,N+
5344,standard,concept,15,Top>Product,N+
5383,service,concept,14,Top>Product>ProfessionalService,N+
5406,place,concept,4,Top>Location,N+
5408,service,concept,6,Top>Product>ProfessionalService,N+
5468,generator,concept,1,Top>Product>Machine>Instrument,N+
5472,electricity,concept,5,Top,N+
5483,supply,concept,16,Top>Process,N+
5493,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
5568,Gaza,entity,1,Top>Location>GeoPoliticalEntity>City,N+
5583,place,concept,13,Top>Location,N+
5809,room,concept,13,Top>Location>Facility,N+
5811,room,concept,15,Top>Location>Facility,N+
5957,restaurant,concept,10,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,N+
5960,store,concept,13,Top>Location>Facility>Market,N+
6139,garbage,concept,10,Top,N+
6142,area,concept,13,Top>Location,N+
6179,Ramallah,entity,1,Top>Location>GeoPoliticalEntity>City,N+
6209,snooker,concept,10,Top>OtherEntity>Doctrine>Sports,N+
6213,swimming-pool,concept,14,Top>Location>Facility,N+
6214,pool,concept,15,Top>Location>GeographicalEntity>WaterForm,N+
6216,West Bank,entity,2,Top>Organization>Company>FinancialCompany>BankingCompany>BankingServices>Bank,N+
6292,breakfast,concept,9,Top>Event,N+
6293,breakfast,concept,10,Top>Product>Food,N+
6338,service,concept,10,Top>Product>ProfessionalService,N+
6399,service,concept,10,Top>Product>ProfessionalService,N+
6460,service,concept,10,Top>Product>ProfessionalService,N+
6521,service,concept,10,Top>Product>ProfessionalService,N+
6582,service,concept,10,Top>Product>ProfessionalService,N+
6643,service,concept,10,Top>Product>ProfessionalService,N+
6704,service,concept,10,Top>Product>ProfessionalService,N+
6765,service,concept,10,Top>Product>ProfessionalService,N+
6826,service,concept,10,Top>Product>ProfessionalService,N+
6887,service,concept,10,Top>Product>ProfessionalService,N+
6948,service,concept,10,Top>Product>ProfessionalService,N+
7009,service,concept,10,Top>Product>ProfessionalService,N+
7941,condition,concept,6,Top,N+
7974,condition,concept,6,Top,N+
8007,condition,concept,6,Top,N+
8040,condition,concept,6,Top,N+
8073,condition,concept,6,Top,N+
8106,condition,concept,6,Top,N+
8139,condition,concept,6,Top,N+
8172,condition,concept,6,Top,N+
11079,condition,concept,6,Top,N+
11093,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
11165,condition,concept,6,Top,N+
11179,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
11251,condition,concept,6,Top,N+
11265,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
11337,condition,concept,6,Top,N+
11351,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
15513,photograph,concept,2,Top>Product,N+
15514,condition,concept,3,Top,N+
15550,photograph,concept,2,Top>Product,N+
15551,condition,concept,3,Top,N+
15587,photograph,concept,2,Top>Product,N+
15588,condition,concept,3,Top,N+
15624,photograph,concept,2,Top>Product,N+
15625,condition,concept,3,Top,N+
17181,fruit juice,concept,5,Top,N+
17182,feature,concept,6,Top>OtherEntity,N+
17188,report,concept,12,Top>Product>CulturalProduct>Broadcast,N+
17189,breakfast,concept,13,Top>Event,N+
17190,breakfast,concept,14,Top>Product>Food,N+
17222,staff,concept,17,Top>Organization,N+
17287,fruit juice,concept,5,Top,N+
17288,feature,concept,6,Top>OtherEntity,N+
17294,report,concept,12,Top>Product>CulturalProduct>Broadcast,N+
17295,breakfast,concept,13,Top>Event,N+
17296,breakfast,concept,14,Top>Product>Food,N+
17328,staff,concept,17,Top>Organization,N+
17395,fruit juice,concept,5,Top,N+
17396,feature,concept,6,Top>OtherEntity,N+
17402,report,concept,12,Top>Product>CulturalProduct>Broadcast,N+
17403,breakfast,concept,13,Top>Event,N+
17404,breakfast,concept,14,Top>Product>Food,N+
17436,staff,concept,17,Top>Organization,N+
17503,fruit juice,concept,5,Top,N+
17504,feature,concept,6,Top>OtherEntity,N+
17510,report,concept,12,Top>Product>CulturalProduct>Broadcast,N+
17511,breakfast,concept,13,Top>Event,N+
17512,breakfast,concept,14,Top>Product>Food,N+
17544,staff,concept,17,Top>Organization,N+
17611,fruit juice,concept,5,Top,N+
17612,feature,concept,6,Top>OtherEntity,N+
17618,report,concept,12,Top>Product>CulturalProduct>Broadcast,N+
17619,breakfast,concept,13,Top>Event,N+
17620,breakfast,concept,14,Top>Product>Food,N+
17652,staff,concept,17,Top>Organization,N+
18059,Ramallah,entity,2,Top>Location>GeoPoliticalEntity>City,N+
18206,breakfast,concept,10,Top>Event,N+
18208,breakfast,concept,12,Top>Product>Food,N+
18267,breakfast,concept,10,Top>Event,N+
18269,breakfast,concept,12,Top>Product>Food,N+
18328,breakfast,concept,10,Top>Event,N+
18330,breakfast,concept,12,Top>Product>Food,N+
18690,breakfast,concept,8,Top>Event,N+
18692,breakfast,concept,10,Top>Product>Food,N+
18709,breakfast,concept,5,Top>Event,N+
18710,breakfast,concept,6,Top>Product>Food,N+
18734,breakfast,concept,8,Top>Event,N+
18736,breakfast,concept,10,Top>Product>Food,N+
18753,breakfast,concept,5,Top>Event,N+
18754,breakfast,concept,6,Top>Product>Food,N+
18778,breakfast,concept,8,Top>Event,N+
18780,breakfast,concept,10,Top>Product>Food,N+
18797,breakfast,concept,5,Top>Event,N+
18798,breakfast,concept,6,Top>Product>Food,N+
18822,breakfast,concept,8,Top>Event,N+
18824,breakfast,concept,10,Top>Product>Food,N+
18841,breakfast,concept,5,Top>Event,N+
18842,breakfast,concept,6,Top>Product>Food,N+
